person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,loan_status
-0.7603745904645114,4.26252219374962,0.5461121530500697,3.264052606730182,-0.11427361925130299,-1.0470637818054602,0,-0.6917005120212726,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-0.7603745904645114,1.474668363540364,-1.1664787358217379,3.264052606730182,-1.0150126207311485,1.1472789573528335,0,-0.4450140383333199,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
-0.7603745904645114,0.735595592906282,0.5461121530500697,3.264052606730182,2.4208972430956077,1.4334975755039157,0,-0.4450140383333199,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
-0.7603745904645114,1.2891647816823348,0.7907679943174708,3.264052606730182,2.3750414393839065,1.338091369453555,0,-0.4450140383333199,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
-0.5992114904354153,-1.3237856713464748,0.7907679943174708,-1.2586552918165816,-0.00290952452288576,-0.09300172130185405,0,-0.9383869857092252,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
-0.43804839040631927,2.6009401105355403,-0.6771670532869357,3.264052606730182,-1.1493046173154164,0.47943551500030956,0,-0.4450140383333199,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
-0.43804839040631927,1.9251770623384343,1.035423835584872,3.264052606730182,1.8902800858602076,0.7656541331513913,1,-0.9383869857092252,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
-0.9215376904936073,0.01714022037013531,-0.18785537075213354,3.264052606730182,2.155588664477907,3.1508092844104065,0,-0.4450140383333199,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1
-0.5992114904354153,-1.3237856713464748,-1.1664787358217379,-1.2989646313758219,-1.2148129083321326,-0.28381413340257516,0,-0.6917005120212726,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
-0.9215376904936073,0.4146478957801976,-0.43251121201953463,3.264052606730182,1.1598626410238235,2.3875596360075213,1,-0.4450140383333199,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1
-0.5992114904354153,0.08991062548187072,0.7907679943174708,3.264052606730182,0.5506355345683647,3.055403078360046,0,-0.6917005120212726,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1
-1.0827007905227035,-1.3237856713464748,-0.43251121201953463,-0.8031597547971661,2.20799529729128,2.3875596360075213,1,-0.6917005120212726,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
-0.7603745904645114,-1.3237856713464748,-1.1664787358217379,-1.315088367199518,-0.5499037545124646,-0.3792203394529359,0,-0.6917005120212726,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
-0.5992114904354153,0.01714022037013531,0.30145631178266863,3.264052606730182,-0.33045097960646597,3.1508092844104065,0,-0.6917005120212726,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1
-1.0827007905227035,-1.3237856713464748,0.05680047051526755,-0.8958712357834188,0.6030421673817375,1.7197161936549972,1,-0.9383869857092252,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1
-1.0827007905227035,-1.3237856713464748,0.05680047051526755,-1.2183459522573412,0.03967086463797934,0.002404484748506641,0,-0.6917005120212726,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1
-0.43804839040631927,1.474668363540364,-0.6771670532869357,3.264052606730182,-1.4342656832381313,0.9564665452521127,0,-0.9383869857092252,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
-0.2768852903772232,0.8121555711902599,0.5461121530500697,3.264052606730182,1.0386723026428992,1.5289037815542763,1,-0.6917005120212726,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1
-0.43804839040631927,4.26252219374962,-0.6771670532869357,2.3691852685150465,0.9338590370161535,-0.8562513697047389,0,-0.6917005120212726,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
-0.2768852903772232,4.26252219374962,1.2800796768522729,-0.28316927448296597,0.8159441131860647,-1.333282399956542,0,-0.4450140383333199,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
-1.0827007905227035,-1.3237856713464748,0.05680047051526755,-1.1377272731388606,-1.142753788213745,0.38402930894994886,0,-0.4450140383333199,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
-0.9215376904936073,-0.4333684784279353,-0.9218228945543367,3.264052606730182,2.4208972430956077,3.1508092844104065,0,-0.9383869857092252,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
-0.5992114904354153,-0.009360291323868845,0.7907679943174708,3.264052606730182,1.1598626410238235,2.864590666259325,1,-0.6917005120212726,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
-0.43804839040631927,0.2821453373101769,-0.18785537075213354,3.264052606730182,1.9295850604702376,2.1967472239068004,1,-0.4450140383333199,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1
-0.7603745904645114,0.18939354638116232,-0.43251121201953463,3.264052606730182,-0.00290952452288576,2.3875596360075213,0,-0.4450140383333199,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
-0.2768852903772232,-0.06103628912717695,0.30145631178266863,3.264052606730182,2.289880661062175,2.292153429957161,0,-0.9383869857092252,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1
-0.5992114904354153,-1.3237856713464748,-0.18785537075213354,-1.1377272731388606,0.5539109491192004,0.38402930894994886,0,-0.6917005120212726,False,True,False,False,False,False,False,True,True,False,False,False,False,False,1
-0.2768852903772232,4.26252219374962,1.2800796768522729,1.6839264960079614,-1.0215634498328203,-0.9516575757550995,0,-0.4450140383333199,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
-0.7603745904645114,4.26252219374962,-0.9218228945543367,2.3691852685150465,2.4208972430956077,-0.8562513697047389,1,-0.9383869857092252,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.2768852903772232,4.26252219374962,1.035423835584872,0.0715529136383488,-0.2027098121238695,-1.333282399956542,0,-0.4450140383333199,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
-0.2768852903772232,4.26252219374962,-1.1664787358217379,2.490113287192768,1.4186203905398522,-0.8562513697047389,0,-0.6917005120212726,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
-0.43804839040631927,4.26252219374962,1.035423835584872,1.3614517795340388,1.7854668202334618,-1.0470637818054602,0,-0.6917005120212726,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
-0.2768852903772232,0.4329332488490605,0.7907679943174708,3.264052606730182,-1.1493046173154164,1.9105286057557185,0,-0.6917005120212726,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
-0.9215376904936073,0.05159088557234071,-0.18785537075213354,3.264052606730182,0.5539109491192004,2.005934811806079,0,-0.6917005120212726,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1
-0.2768852903772232,0.6538945153536672,-1.1664787358217379,3.264052606730182,-1.4342656832381313,1.624309987604637,0,-0.6917005120212726,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
-0.5992114904354153,0.36164687239218934,-0.18785537075213354,3.264052606730182,-0.00290952452288576,2.005934811806079,1,-0.4450140383333199,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
-0.7603745904645114,0.36164687239218934,0.5461121530500697,3.264052606730182,2.4208972430956077,2.005934811806079,1,-0.6917005120212726,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
-0.7603745904645114,0.7327600381550236,0.30145631178266863,3.264052606730182,1.3858662450314945,1.5289037815542763,1,-0.6917005120212726,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
-0.7603745904645114,0.8651565945782683,0.5461121530500697,3.264052606730182,-0.11427361925130299,1.338091369453555,0,-0.9383869857092252,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
-0.43804839040631927,1.474668363540364,1.035423835584872,3.264052606730182,-1.0150126207311485,0.7656541331513913,0,-0.4450140383333199,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
-0.2768852903772232,4.26252219374962,-0.18785537075213354,0.0715529136383488,1.6249715072425082,-1.2378761939061813,1,-0.6917005120212726,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
-0.2768852903772232,4.26252219374962,-1.1664787358217379,1.6839264960079614,0.15758578846806862,-0.9516575757550995,0,-0.6917005120212726,False,False,True,False,False,False,False,True,True,False,False,False,False,False,0
-0.7603745904645114,4.26252219374962,-0.43251121201953463,3.264052606730182,-0.00290952452288576,-0.3792203394529359,0,-0.4450140383333199,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
-0.43804839040631927,1.686672457092397,1.035423835584872,3.264052606730182,-1.2148129083321326,0.5748417210506702,0,-0.4450140383333199,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
-0.5992114904354153,-1.3237856713464748,-0.6771670532869357,-1.2586552918165816,-0.00290952452288576,-0.18840792735221473,1,-0.6917005120212726,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
-1.0827007905227035,1.7661739921744093,-1.1664787358217379,3.264052606730182,-1.6406167999407868,0.5748417210506702,0,-0.4450140383333199,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
-0.9215376904936073,4.26252219374962,0.30145631178266863,0.3940276301122713,0.1903399339764265,-1.2378761939061813,0,-0.9383869857092252,False,True,False,False,False,False,False,True,True,False,False,False,False,False,0
-0.2768852903772232,4.26252219374962,-1.1664787358217379,0.0715529136383488,-0.00290952452288576,-1.2378761939061813,0,-0.4450140383333199,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
-0.43804839040631927,4.173745479574687,1.035423835584872,2.490113287192768,1.5398107289207768,-0.6654389576040176,0,-0.9383869857092252,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1
-0.9215376904936073,0.1496427788401561,0.30145631178266863,3.151186455964309,1.6347977508950153,2.3875596360075213,0,-0.6917005120212726,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1
-0.9215376904936073,-1.3237856713464748,0.5461121530500697,-1.2989646313758219,1.258125077548898,-0.3792203394529359,1,-0.6917005120212726,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
-0.2768852903772232,4.26252219374962,1.2800796768522729,2.9738253619036517,-0.00290952452288576,-0.5700327515536571,0,-0.6917005120212726,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
-0.43804839040631927,4.26252219374962,1.035423835584872,1.6839264960079614,1.1205576664137942,-0.8562513697047389,1,-0.9383869857092252,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
-0.5992114904354153,4.26252219374962,1.035423835584872,0.0070579703435642935,-1.3130753448572066,-1.2378761939061813,0,-0.9383869857092252,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
-0.43804839040631927,4.26252219374962,-0.6771670532869357,2.490113287192768,0.8159441131860647,-0.6654389576040176,0,-0.4450140383333199,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0
-0.43804839040631927,-1.3237856713464748,-1.1664787358217379,-1.05710859402038,-0.00290952452288576,0.7656541331513913,0,-0.6917005120212726,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
-0.9215376904936073,-0.19618889876659815,0.30145631178266863,2.9738253619036517,-0.00290952452288576,3.055403078360046,0,-0.9383869857092252,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1
-1.0827007905227035,-1.3237856713464748,0.30145631178266863,-1.05710859402038,0.8552490877960941,0.7656541331513913,1,-0.6917005120212726,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1
-0.7603745904645114,0.01714022037013531,-0.6771670532869357,2.9738253619036517,-1.0150126207311485,2.4829658420578817,0,-0.9383869857092252,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
-0.2768852903772232,0.5471504542502184,-0.6771670532869357,2.9738253619036517,-1.1493046173154164,1.5289037815542763,0,-0.6917005120212726,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
-0.2768852903772232,-1.3237856713464748,-0.6771670532869357,-0.5572727834858001,-1.142753788213745,3.1508092844104065,0,-0.6917005120212726,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
-0.9215376904936073,0.6266519893322309,0.30145631178266863,2.9738253619036517,-0.3566542960131524,1.4334975755039157,0,-0.6917005120212726,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
-1.0827007905227035,-1.3237856713464748,-1.1664787358217379,-0.8636237641360265,0.8126686986352291,1.7197161936549972,1,-0.4450140383333199,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1
-0.9215376904936073,-1.3237856713464748,0.30145631178266863,-0.7749432171056978,-1.2639441265946698,2.1967472239068004,0,-0.9383869857092252,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
-0.5992114904354153,0.4942554329089861,-1.1664787358217379,2.9738253619036517,1.6347977508950153,1.624309987604637,1,-0.4450140383333199,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
-0.5992114904354153,4.26252219374962,-0.6771670532869357,1.3614517795340388,0.6488979710934389,-0.9516575757550995,1,-0.6917005120212726,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
-0.43804839040631927,0.9446581296602807,0.05680047051526755,2.9738253619036517,0.5539109491192004,1.0518727513024735,0,-0.6917005120212726,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
-0.2768852903772232,1.2096632466003223,1.2800796768522729,2.9738253619036517,-0.6874711656475684,0.7656541331513913,0,-0.9383869857092252,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
-0.2768852903772232,-1.3237856713464748,-1.1664787358217379,-1.1054798014914684,-0.00290952452288576,0.5748417210506702,0,-0.4450140383333199,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
-0.9215376904936073,1.156662223212314,0.30145631178266863,2.9738253619036517,-0.00290952452288576,0.8610603392017521,0,-0.4450140383333199,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1
-0.7603745904645114,2.3014843283932933,0.5461121530500697,2.9738253619036517,0.03639545008714361,0.19321689684922774,0,-0.9383869857092252,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
-0.5992114904354153,0.12314226714615192,-0.6771670532869357,2.9093304186088673,-0.00290952452288576,2.1967472239068004,0,-0.9383869857092252,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1
-1.0827007905227035,-1.3237856713464748,0.05680047051526755,-1.0167992544611397,1.5332598998191052,0.9564665452521127,1,-0.6917005120212726,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
-0.9215376904936073,0.1496427788401561,-0.18785537075213354,2.8932066827851712,0.6751012875001253,2.10134101785644,1,-0.6917005120212726,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
-0.9215376904936073,4.26252219374962,0.30145631178266863,2.490113287192768,-0.00290952452288576,-0.6654389576040176,0,-0.9383869857092252,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
-0.2768852903772232,0.23444441626096937,0.05680047051526755,2.8206498715785386,1.5136074125140904,1.9105286057557185,1,-0.9383869857092252,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
-0.5992114904354153,0.4941494308622101,0.05680047051526755,2.8125880036666904,0.8159441131860647,1.5289037815542763,1,-0.9383869857092252,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
-0.5992114904354153,0.23971801808807622,-1.1664787358217379,2.8125880036666904,-0.00290952452288576,1.9105286057557185,0,-0.6917005120212726,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
-0.7603745904645114,-0.04911105886487508,0.5461121530500697,2.651350645429729,0.2329203231372922,2.3875596360075213,0,-0.9383869857092252,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1
-0.7603745904645114,1.474668363540364,-0.9218228945543367,2.5868557021349443,0.5539109491192004,0.38402930894994886,0,-0.6917005120212726,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0
-0.5992114904354153,-1.3237856713464748,-0.6771670532869357,-1.2828408955521258,0.8421474295927512,-0.3792203394529359,0,-0.6917005120212726,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0
-0.9215376904936073,-0.11536233809988547,-1.1664787358217379,2.5667010323553243,-0.00290952452288576,2.3875596360075213,0,-0.6917005120212726,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
-0.43804839040631927,4.26252219374962,-0.43251121201953463,1.6839264960079614,1.0714264481512572,-0.7608451636543784,1,-0.4450140383333199,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
-0.5992114904354153,4.26252219374962,0.7907679943174708,1.6839264960079614,-0.6940219947492398,-0.7608451636543784,0,-0.4450140383333199,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
-0.2768852903772232,4.26252219374962,1.2800796768522729,1.9419062691870994,0.3868648070265745,-0.7608451636543784,0,-0.6917005120212726,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
-0.43804839040631927,4.151326046681559,0.30145631178266863,0.3779038942885752,1.1205576664137942,-1.1424699878558207,1,-0.6917005120212726,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
-0.2768852903772232,4.26252219374962,-1.1664787358217379,2.490113287192768,1.0386723026428992,-0.5700327515536571,1,-0.9383869857092252,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
-0.43804839040631927,4.26252219374962,0.05680047051526755,3.264052606730182,0.9797148407278549,-0.18840792735221473,0,-0.4450140383333199,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
-0.7603745904645114,0.4941494308622101,0.5461121530500697,2.538484494663856,-0.00290952452288576,1.2426851634031943,0,-0.6917005120212726,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1
-0.9215376904936073,-1.3237856713464748,-0.18785537075213354,-1.2183459522573412,-1.8273154293384275,-0.09300172130185405,0,-0.4450140383333199,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
-0.43804839040631927,-1.3237856713464748,-0.43251121201953463,-1.2586552918165816,0.8552490877960941,-0.28381413340257516,0,-0.6917005120212726,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0
-1.0827007905227035,-0.5791212927449582,-0.43251121201953463,2.490113287192768,0.5670126073225439,3.1508092844104065,1,-0.6917005120212726,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
-0.5992114904354153,-0.6188720602859644,-0.6771670532869357,2.490113287192768,-0.00290952452288576,3.1508092844104065,0,-0.6917005120212726,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1
-0.43804839040631927,-1.3237856713464748,-1.1664787358217379,-1.05710859402038,0.6128684110342447,0.5748417210506702,1,-0.4450140383333199,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
-0.5992114904354153,-1.3237856713464748,-0.9218228945543367,-0.9523043111663552,-0.3566542960131524,1.0518727513024735,0,-0.6917005120212726,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
-0.2768852903772232,4.26252219374962,-0.18785537075213354,1.6839264960079614,0.16086120301890433,-0.7608451636543784,0,-0.4450140383333199,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
-0.43804839040631927,4.2572220914108,-1.1664787358217379,3.264052606730182,2.4208972430956077,-0.3792203394529359,1,-0.9383869857092252,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
-0.2768852903772232,3.9392159510827502,0.30145631178266863,3.264052606730182,-0.11427361925130299,-0.09300172130185405,0,-0.9383869857092252,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
-0.5992114904354153,4.2572220914108,-1.1664787358217379,-0.5733965193094962,-0.00290952452288576,-1.333282399956542,0,-0.4450140383333199,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0
-0.5992114904354153,-1.3237856713464748,-1.1664787358217379,-0.8152525566649381,0.27222529774732157,1.7197161936549972,0,-0.4450140383333199,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
-0.7603745904645114,-1.3237856713464748,-1.1664787358217379,-1.1538510089625569,0.8159441131860647,0.09781069079886706,1,-0.9383869857092252,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
-0.9215376904936073,-0.5923715485919603,0.30145631178266863,2.490113287192768,1.176239713778003,3.1508092844104065,1,-0.9383869857092252,False,False,True,False,False,True,False,False,False,False,True,False,False,False,1
-0.2768852903772232,-0.4333684784279353,-0.6771670532869357,2.490113287192768,-0.44509048888571895,3.1508092844104065,0,-0.4450140383333199,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1
-0.43804839040631927,-1.3237856713464748,-0.9218228945543367,-0.9603661790782032,1.176239713778003,1.0518727513024735,0,-0.6917005120212726,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1
-0.9215376904936073,-1.3237856713464748,-0.9218228945543367,-0.7749432171056978,-0.00290952452288576,1.9105286057557185,0,-0.6917005120212726,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1
-0.43804839040631927,-0.5828313643821188,-0.9218228945543367,2.490113287192768,1.7527126747251045,3.1508092844104065,1,-0.6917005120212726,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
-1.0827007905227035,-0.40686796673393116,-0.18785537075213354,2.490113287192768,-0.00290952452288576,3.1508092844104065,0,-0.9383869857092252,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1
-0.43804839040631927,4.2572220914108,-1.1664787358217379,2.490113287192768,2.4208972430956077,-0.5700327515536571,0,-0.9383869857092252,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
-0.2768852903772232,4.2572220914108,-0.9218228945543367,-1.05710859402038,-0.5499037545124646,-1.4286886060069026,0,-0.4450140383333199,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
-0.7603745904645114,4.2572220914108,0.7907679943174708,-0.33154048195405433,-0.7759073585201348,-1.333282399956542,0,-0.9383869857092252,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
-0.2768852903772232,4.2572220914108,-0.6771670532869357,2.490113287192768,-0.3009722486489438,-0.5700327515536571,0,-0.9383869857092252,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0
-0.9215376904936073,-0.39457172930791323,0.05680047051526755,2.490113287192768,0.27222529774732157,3.1508092844104065,0,-0.6917005120212726,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1
-0.7603745904645114,-0.380367455039927,-0.9218228945543367,2.490113287192768,-1.0150126207311485,3.1508092844104065,0,-0.6917005120212726,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
-0.43804839040631927,-0.380367455039927,-0.18785537075213354,2.490113287192768,-1.6406167999407868,3.1508092844104065,0,-0.9383869857092252,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1
-0.5992114904354153,-0.5393705252039519,-0.6771670532869357,2.490113287192768,1.4186203905398522,3.1508092844104065,0,-0.9383869857092252,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
-0.7603745904645114,-0.380367455039927,-0.9218228945543367,2.490113287192768,0.27222529774732157,3.1508092844104065,0,-0.4450140383333199,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
-0.9215376904936073,-0.380261452993151,-1.1664787358217379,2.490113287192768,-0.20926064122554155,3.1508092844104065,0,-0.9383869857092252,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
-0.9215376904936073,-0.380261452993151,-0.43251121201953463,2.490113287192768,0.40324187978075376,3.1508092844104065,0,-0.6917005120212726,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1
-0.9215376904936073,-0.3273664316519187,-0.6771670532869357,2.490113287192768,0.03639545008714361,2.9599968723096852,0,-0.4450140383333199,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1
-0.7603745904645114,-1.3237856713464748,-0.43251121201953463,-0.7426957454583055,-1.0150126207311485,2.005934811806079,0,-0.4450140383333199,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
-0.5992114904354153,4.124719532940779,-0.9218228945543367,2.490113287192768,0.1903399339764265,-0.5700327515536571,0,-0.9383869857092252,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
-0.7603745904645114,4.018717486164762,0.05680047051526755,1.8451638542449227,-0.6874711656475684,-0.6654389576040176,0,-0.6917005120212726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-0.43804839040631927,4.018717486164762,-0.6771670532869357,2.490113287192768,1.6610010673017017,-0.4746265455032965,0,-0.6917005120212726,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
